,0
PBCT,0
WAB,0
CI,10
GOOG,9
DHI,4
BKNG,1
IQV,9
FANG,3
AMGN,8
IDXX,9
MSFT,9
ETN,0
GPN,1
BEN,6
ADM,2
LNT,5
KEY,0
VTR,3
AES,2
HD,4
BWA,6
WELL,3
EXR,5
ABT,10
CPB,7
PNR,4
UDR,3
PPL,5
KMB,7
DLR,7
ATO,5
DISH,6
DPZ,10
LLY,10
NFLX,9
INCY,3
TPR,4
CVX,3
GPS,0
ILMN,9
VFC,6
LEG,6
EW,8
MAA,5
OXY,3
LUV,6
KR,7
BKR,0
CE,2
TDY,7
PXD,3
CCI,8
AAP,7
RL,1
PAYX,1
NDAQ,1
ALL,7
GL,6
AON,10
PEP,7
NTAP,0
ACN,9
WU,4
TT,2
IEX,8
TMUS,1
CDW,0
HSIC,1
NVR,4
AKAM,8
HBAN,0
L,0
JCI,0
PLD,2
GWW,7
RE,3
DISCA,6
NSC,2
ADBE,9
DHR,8
AMT,7
MPWR,2
CSCO,7
GILD,10
CAH,6
CAG,7
EBAY,7
RHI,3
MHK,0
RF,0
ITW,2
TER,2
LOW,4
HES,3
LNC,0
CBOE,8
AAPL,9
BIO,2
CVS,7
PEAK,5
ROP,7
CBRE,0
PM,10
ALK,6
BXP,3
IP,6
SRE,5
GPC,6
KMX,6
XOM,3
MAR,1
BAX,8
MOS,2
CCL,1
QCOM,9
TRMB,9
D,5
UAA,0
XRAY,1
APH,2
EMR,0
EL,2
URI,0
BRO,10
AEP,5
ABBV,10
VRTX,8
XYL,0
TDG,0
ED,5
AWK,5
MO,10
GS,0
AVGO,2
AVY,6
NKE,10
EXPE,1
STE,8
BSX,8
NCLH,0
SNPS,9
PCAR,0
UNH,10
EQIX,7
MDLZ,10
NWL,6
GIS,7
SBUX,8
EXC,5
LEN,4
WY,9
LDOS,1
ALGN,4
PFG,0
MA,1
GLW,2
GNRC,4
SIVB,0
PVH,3
HBI,4
UAL,6
JKHY,8
VLO,3
TWTR,4
DRE,7
ANTM,10
ABC,10
SPGI,8
ODFL,2
ANSS,9
STZ,1
GOOGL,9
ORLY,8
LKQ,3
UPS,10
ICE,2
AZO,7
BMY,10
SNA,0
K,7
IBM,6
ROK,0
NEM,8
ADI,2
MMC,10
BBWI,4
SHW,4
PKI,2
AMZN,9
CTAS,1
HCA,0
RCL,3
IPGP,4
PG,10
TYL,9
TECH,9
LYB,6
CHD,10
FRT,3
KIM,3
DISCK,6
MKC,4
BAC,0
IT,1
APD,0
XEL,5
HSY,7
PGR,8
MRK,10
EVRG,5
AVB,3
VTRS,10
ECL,1
REGN,8
IFF,0
LMT,10
RTX,10
HLT,1
DXC,3
LUMN,6
WEC,5
