,0
CERN,7
ARE,3
AME,6
SPG,4
UNP,6
MTCH,10
TFC,1
ADSK,2
DOV,2
ROL,9
TROW,0
HON,5
UHS,4
YUM,10
FBHS,3
AMD,2
ZTS,10
TEL,2
MKTX,10
AIG,1
CME,10
MSCI,8
AMAT,2
PHM,3
EIX,3
WFC,1
VNO,4
CMI,6
TGT,9
DAL,4
LH,10
BIIB,2
BBY,1
WRB,7
AXP,1
CPRT,0
DG,9
COF,1
PBCT,3
WAB,4
CI,2
GOOG,0
DHI,3
BKNG,2
IQV,8
FANG,4
AMGN,7
IDXX,4
MSFT,2
ETN,6
GPN,8
BEN,0
ADM,5
LNT,10
KEY,1
VTR,9
AES,1
HD,2
BWA,0
WELL,3
EXR,10
ABT,7
CPB,10
PNR,6
UDR,10
PPL,10
KMB,7
DLR,7
ATO,10
DISH,6
DPZ,10
LLY,7
NFLX,2
INCY,2
TPR,3
CVX,5
GPS,3
ILMN,9
VFC,8
LEG,10
EW,8
MAA,10
OXY,0
LUV,5
KR,0
BKR,0
CE,9
TDY,4
PXD,0
CCI,7
AAP,10
RL,3
PAYX,5
NDAQ,7
ALL,0
GL,0
AON,8
PEP,7
NTAP,3
ACN,5
WU,2
TT,6
IEX,9
TMUS,6
CDW,6
HSIC,8
NVR,3
AKAM,6
HBAN,1
L,6
JCI,1
PLD,3
GWW,0
RE,5
DISCA,4
NSC,6
ADBE,2
DHR,9
AMT,9
MPWR,10
CSCO,5
GILD,0
CAH,5
CAG,4
EBAY,4
RHI,4
MHK,4
RF,1
ITW,6
TER,2
LOW,4
HES,0
LNC,0
CBOE,10
AAPL,0
BIO,5
CVS,7
PEAK,3
ROP,6
CBRE,3
PM,7
ALK,1
BXP,1
IP,1
SRE,3
GPC,10
KMX,3
XOM,6
MAR,4
BAX,4
MOS,4
CCL,4
QCOM,9
TRMB,9
D,7
UAA,4
XRAY,0
APH,2
EMR,6
EL,5
URI,6
BRO,7
AEP,10
ABBV,0
VRTX,5
XYL,7
TDG,4
ED,10
AWK,10
MO,5
GS,1
AVGO,9
AVY,3
NKE,5
EXPE,9
STE,7
BSX,10
NCLH,0
SNPS,2
PCAR,6
UNH,10
EQIX,7
MDLZ,7
NWL,7
GIS,10
SBUX,9
EXC,9
LEN,3
WY,1
LDOS,0
ALGN,2
PFG,0
MA,5
GLW,0
GNRC,3
SIVB,0
PVH,1
HBI,2
UAL,4
JKHY,10
VLO,1
TWTR,9
DRE,3
ANTM,10
ABC,7
SPGI,0
ODFL,8
ANSS,2
STZ,3
GOOGL,2
ORLY,10
LKQ,10
UPS,2
ICE,9
AZO,10
BMY,7
SNA,8
K,7
IBM,5
ROK,6
NEM,1
ADI,9
MMC,9
BBWI,2
SHW,9
PKI,5
AMZN,2
CTAS,10
HCA,4
RCL,4
IPGP,2
PG,5
TYL,2
TECH,9
LYB,1
CHD,7
FRT,10
KIM,1
DISCK,4
MKC,9
BAC,1
IT,4
APD,9
XEL,9
HSY,10
PGR,7
MRK,8
EVRG,10
AVB,10
VTRS,0
ECL,6
REGN,2
IFF,3
LMT,7
RTX,8
HLT,4
DXC,6
LUMN,5
WEC,10
