,0
GPN,6
BEN,5
ADM,9
LNT,8
KEY,1
VTR,9
AES,3
HD,10
BWA,5
WELL,9
EXR,9
ABT,4
CPB,7
PNR,5
UDR,9
PPL,8
KMB,7
DLR,7
ATO,8
DISH,0
DPZ,10
LLY,4
NFLX,3
INCY,2
TPR,9
CVX,0
GPS,5
ILMN,4
VFC,10
LEG,10
EW,4
MAA,9
OXY,0
LUV,3
KR,10
BKR,0
CE,10
TDY,5
PXD,0
CCI,7
AAP,10
RL,10
PAYX,10
NDAQ,10
ALL,10
GL,1
AON,2
PEP,7
NTAP,2
ACN,6
WU,2
TT,5
IEX,9
TMUS,4
CDW,9
HSIC,3
NVR,10
AKAM,0
HBAN,1
L,10
JCI,3
PLD,9
GWW,5
RE,10
DISCA,3
NSC,6
ADBE,6
DHR,4
AMT,7
MPWR,9
CSCO,6
GILD,2
CAH,9
CAG,7
EBAY,6
RHI,7
MHK,3
RF,1
ITW,1
TER,9
LOW,10
HES,9
LNC,1
CBOE,6
AAPL,4
BIO,4
CVS,2
PEAK,9
ROP,0
CBRE,0
PM,7
ALK,0
BXP,9
IP,9
SRE,8
GPC,10
KMX,5
XOM,5
MAR,5
BAX,4
MOS,3
CCL,2
QCOM,9
TRMB,3
D,8
UAA,6
XRAY,10
APH,10
EMR,5
EL,2
URI,5
BRO,7
AEP,8
ABBV,2
VRTX,3
XYL,5
TDG,3
ED,8
AWK,8
MO,7
GS,1
AVGO,4
AVY,0
NKE,3
EXPE,2
STE,2
BSX,4
NCLH,10
SNPS,6
PCAR,0
UNH,7
EQIX,9
MDLZ,7
NWL,2
GIS,7
SBUX,6
EXC,8
LEN,0
WY,9
LDOS,10
ALGN,10
PFG,1
MA,6
GLW,3
GNRC,9
SIVB,1
PVH,7
HBI,2
UAL,3
JKHY,3
VLO,9
TWTR,5
DRE,9
ANTM,0
ABC,2
SPGI,2
ODFL,9
ANSS,2
STZ,7
GOOGL,6
ORLY,10
LKQ,10
UPS,10
ICE,9
AZO,10
BMY,4
SNA,3
K,7
IBM,6
ROK,5
NEM,9
ADI,10
MMC,7
BBWI,3
SHW,4
PKI,4
AMZN,2
CTAS,7
HCA,3
RCL,3
IPGP,9
PG,7
TYL,6
TECH,9
LYB,3
CHD,7
FRT,9
KIM,9
DISCK,3
MKC,7
BAC,1
IT,3
APD,3
XEL,8
HSY,10
PGR,10
MRK,4
EVRG,3
AVB,10
VTRS,0
ECL,3
REGN,4
IFF,2
LMT,5
RTX,4
HLT,5
DXC,10
LUMN,2
WEC,8
