,0
MMM,2
TSN,0
PAYC,8
CNC,10
REG,9
PNC,1
SWK,5
CDNS,6
MCK,3
FRC,1
PENN,0
COST,5
RJF,1
MCD,4
SEE,2
CB,8
CERN,4
ARE,9
AME,8
SPG,9
UNP,2
MTCH,10
TFC,1
ADSK,10
DOV,2
ROL,8
TROW,5
HON,5
UHS,3
YUM,5
FBHS,3
AMD,0
ZTS,10
TEL,5
MKTX,3
AIG,2
CME,4
MSCI,5
AMAT,6
PHM,4
EIX,7
WFC,1
VNO,9
CMI,2
TGT,4
DAL,4
LH,10
BIIB,3
BBY,4
WRB,8
AXP,1
CPRT,6
DG,2
COF,2
PBCT,1
WAB,4
CI,10
GOOG,2
DHI,4
BKNG,0
IQV,10
FANG,9
AMGN,8
IDXX,8
MSFT,6
ETN,5
GPN,5
BEN,3
ADM,3
LNT,7
KEY,1
VTR,9
AES,3
HD,10
BWA,0
WELL,9
EXR,3
ABT,2
CPB,9
PNR,10
UDR,9
PPL,7
KMB,6
DLR,9
ATO,7
DISH,0
DPZ,10
LLY,8
NFLX,0
INCY,10
TPR,0
CVX,9
GPS,0
ILMN,10
VFC,4
LEG,0
EW,4
MAA,9
OXY,0
LUV,3
KR,2
BKR,9
CE,2
TDY,8
PXD,3
CCI,6
AAP,6
RL,4
PAYX,10
NDAQ,4
ALL,8
GL,5
AON,8
PEP,6
NTAP,6
ACN,10
WU,2
TT,2
IEX,3
TMUS,10
CDW,6
HSIC,10
NVR,2
AKAM,5
HBAN,1
L,5
JCI,5
PLD,9
GWW,0
RE,5
DISCA,3
NSC,6
ADBE,0
DHR,10
AMT,6
MPWR,0
CSCO,4
GILD,8
CAH,3
CAG,6
EBAY,0
RHI,5
MHK,5
RF,1
ITW,8
TER,0
LOW,5
HES,9
LNC,1
CBOE,5
AAPL,0
BIO,4
CVS,0
PEAK,9
ROP,8
CBRE,6
PM,0
ALK,3
BXP,9
IP,8
SRE,7
GPC,5
KMX,6
XOM,2
MAR,0
BAX,10
MOS,3
CCL,2
QCOM,0
TRMB,3
D,7
UAA,5
XRAY,10
APH,5
EMR,2
EL,2
URI,3
BRO,8
AEP,7
ABBV,3
VRTX,10
XYL,6
TDG,0
ED,7
AWK,7
MO,6
GS,1
AVGO,0
AVY,2
NKE,5
EXPE,6
STE,10
BSX,10
NCLH,6
SNPS,6
PCAR,2
UNH,4
EQIX,5
MDLZ,2
NWL,5
GIS,0
SBUX,2
EXC,7
LEN,4
WY,2
LDOS,0
ALGN,10
PFG,5
MA,4
GLW,3
GNRC,4
SIVB,1
PVH,2
HBI,4
UAL,4
JKHY,0
VLO,2
TWTR,2
DRE,9
ANTM,2
ABC,3
SPGI,6
ODFL,8
ANSS,8
STZ,0
GOOGL,2
ORLY,6
LKQ,5
UPS,8
ICE,6
AZO,6
BMY,8
SNA,5
K,6
IBM,2
ROK,2
NEM,2
ADI,0
MMC,5
BBWI,2
SHW,4
PKI,10
AMZN,0
CTAS,8
HCA,3
RCL,2
IPGP,0
PG,6
TYL,2
TECH,4
LYB,10
CHD,6
FRT,9
KIM,9
DISCK,3
MKC,6
BAC,1
IT,5
APD,4
XEL,7
HSY,3
PGR,8
MRK,3
EVRG,9
AVB,9
VTRS,0
ECL,5
REGN,3
IFF,6
LMT,0
RTX,6
HLT,3
DXC,5
LUMN,4
WEC,7
